weight,age,height
63,23,172.72
63,33,162.56
56,31,175.26
69,28,170.18
52,30,160.02
52,30,149.86
126,30,175.26
52,24,157.48
65,31,160.02
70,40,172.72
75,35,165.1
57,31,165.1
68,31,172.72
68,29,167.64
58,30,157.48
63,40,170.18
61,33,175.26
63,26,160.02
62,34,170.18
61,39,170.18
65,35,172.72
56,30,165.1
49,35,154.94
79,29,170.18
67,34,167.64
49,30,157.48
58,27,172.72
54,19,165.1
61,28,162.56
58,34,162.56
56,36,170.18
70,23,170.18
61,58,162.56
58,35,167.64
51,41,165.1
54,27,165.1
72,34,180.34
58,33,165.1
53,42,154.94
56,41,157.48
58,28,165.1
54,33,165.1
49,38,157.48
83,29,172.72
65,36,162.56
63,35,165.1
81,26,175.26
49,32,165.1
70,30,165.1
58,34,162.56
63,22,167.64
54,42,152.4
61,32,162.56
77,57,175.26
56,50,154.94
52,24,162.56
58,31,160.02
63,35,149.86
79,39,177.8
63,27,162.56
77,29,172.72
62,59,160.02
72,32,162.56
56,37,157.48
65,29,165.1
52,42,165.1
70,37,170.18
86,37,175.26
61,33,160.02
61,44,165.1
54,36,160.02
61,17,160.02
70,34,177.8
67,31,167.64
62,48,162.56
63,21,180.34
53,44,160.02
58,33,167.64
53,29,162.56
61,36,165.1
58,34,175.26
61,41,172.72
55,25,170.18
58,31,162.56
56,38,160.02
54,26,160.02
57,35,177.8
65,30,160.02
62,50,170.18
49,24,165.1
70,32,167.64
54,27,160.02
55,26,167.64
63,32,167.64
50,33,154.94
74,37,172.72
54,29,162.56
58,28,165.1
70,32,167.64
63,30,165.1
70,50,157.48
77,27,172.72
68,33,172.72
74,65,160.02
83,29,165.1
58,31,160.02
60,32,167.64
52,34,167.64
56,36,160.02
56,30,154.94
47,36,160.02
74,34,157.48
63,27,170.18
56,34,160.02
52,32,165.1
63,38,170.18
77,38,182.88
55,30,167.64
52,26,154.94
63,32,172.72
58,23,165.1
52,30,165.1
65,35,172.72
77,29,175.26
99,45,177.8
63,57,167.64
77,31,160.02
58,29,162.56
79,36,175.26
68,35,172.72
62,47,172.72
57,21,167.64
81,36,180.34
58,24,172.72
90,31,170.18
54,26,162.56
63,34,177.8
79,30,177.8
65,33,172.72
58,36,157.48
70,30,167.64
58,34,165.1
53,39,162.56
54,28,160.02
70,32,170.18
72,27,172.72
63,21,175.26
97,33,154.94
65,29,172.72
55,25,160.02
58,43,172.72
65,35,177.8
49,38,162.56
61,35,172.72
56,35,170.18
58,28,167.64
83,30,175.26
52,117,165.1
68,29,172.72
50,34,165.1
56,48,152.4
60,26,157.48
58,26,175.26
77,29,160.02
65,31,175.26
65,28,167.64
69,35,170.18
75,28,177.8
61,45,170.18
54,43,162.56
64,25,175.26
59,41,167.64
77,21,177.8
61,34,165.1
72,27,162.56
58,29,165.1
65,41,172.72
58,34,175.26
57,30,162.56
52,28,170.18
74,49,170.18
52,31,157.48
63,29,154.94
58,30,170.18
68,58,170.18
83,21,165.1
58,32,165.1
59,34,162.56
58,24,172.72
68,27,162.56
63,27,170.18
56,31,160.02
58,27,162.56
56,44,160.02
72,29,162.56
65,29,165.1
45,35,152.4
65,30,170.18
61,24,170.18
61,33,175.26
62,30,160.02
74,28,175.26
53,28,154.94
64,25,175.26
70,38,175.26
61,25,172.72
48,27,154.94
58,34,162.56
61,29,160.02
74,34,170.18
52,33,162.56
70,32,165.1
67,37,172.72
65,20,160.02
61,30,165.1
58,26,162.56
63,31,177.8
63,27,177.8
53,30,154.94
63,38,167.64
65,26,162.56
61,37,160.02
57,32,162.56
58,34,167.64
65,37,170.18
58,31,157.48
63,35,160.02
63,25,162.56
63,28,182.88
72,26,167.64
90,53,170.18
53,29,152.4
58,53,165.1
77,33,165.1
62,38,177.8
70,37,170.18
63,33,165.1
56,28,160.02
64,46,162.56
58,32,162.56
57,32,162.56
54,35,165.1
59,31,170.18
68,37,170.18
48,44,170.18
72,38,172.72
56,34,172.72
55,27,160.02
63,39,162.56
65,38,175.26
70,31,165.1
58,33,167.64
55,38,154.94
68,25,172.72
63,42,175.26
65,31,172.72
70,29,170.18
63,31,177.8
59,30,165.1
58,36,160.02
58,34,170.18
65,24,170.18
52,29,160.02
51,31,154.94
54,28,160.02
54,29,165.1
63,28,162.56
95,37,167.64
54,33,160.02
54,38,162.56
70,29,165.1
58,31,172.72
78,53,182.88
65,34,162.56
63,26,157.48
65,25,165.1
70,23,172.72
70,28,167.64
57,30,162.56
77,29,175.26
66,34,180.34
49,33,162.56
70,32,167.64
48,27,165.1
70,37,170.18
63,28,160.02
74,37,180.34
68,18,167.64
52,29,160.02
52,29,160.02
65,33,167.64
61,45,167.64
58,28,167.64
86,45,187.96
88,27,160.02
56,36,165.1
62,30,167.64
81,31,167.64
88,28,175.26
65,45,175.26
47,117,152.4
52,27,157.48
58,23,160.02
99,34,160.02
68,31,172.72
52,27,162.56
64,29,172.72
65,34,162.56
48,29,157.48
52,32,162.56
54,29,170.18
72,31,175.26
63,30,175.26
47,38,149.86
75,28,170.18
68,24,175.26
63,36,162.56
61,27,167.64
51,35,160.02
70,30,167.64
55,26,170.18
46,48,152.4
61,28,157.48
58,30,167.64
64,41,167.64
86,37,157.48
72,30,175.26
63,29,170.18
52,41,165.1
63,27,170.18
61,34,160.02
63,30,167.64
57,34,165.1
68,34,167.64
74,31,175.26
74,35,167.64
56,30,167.64
54,19,152.4
58,34,167.64
51,24,160.02
58,23,157.48
63,27,167.64
59,37,172.72
58,29,162.56
61,34,160.02
65,41,172.72
61,25,170.18
65,36,165.1
49,35,165.1
54,41,162.56
56,27,167.64
68,40,170.18
74,35,162.56
68,51,170.18
73,49,175.26
74,45,170.18
61,40,167.64
54,31,160.02
58,24,172.72
55,29,165.1
68,51,167.64
74,27,165.1
58,38,167.64
52,38,175.26
56,32,165.1
63,42,165.1
56,39,167.64
65,34,170.18
52,36,154.94
53,41,162.56
54,27,167.64
58,35,160.02
53,33,160.02
63,37,162.56
52,25,157.48
61,32,175.26
70,30,170.18
56,29,162.56
61,28,177.8
56,34,167.64
54,30,160.02
54,31,170.18
56,27,160.02
58,26,167.64
65,30,167.64
56,33,170.18
61,31,170.18
61,42,165.1
49,33,162.56
61,28,162.56
70,36,167.64
45,24,149.86
58,40,167.64
56,35,162.56
61,39,170.18
71,53,172.72
72,27,172.72
45,35,157.48
55,43,170.18
66,23,162.56
46,31,154.94
56,23,165.1
57,29,149.86
81,35,170.18
58,26,172.72
56,33,167.64
49,29,157.48
68,29,177.8
56,38,170.18
56,25,157.48
58,35,157.48
56,23,167.64
58,31,165.1
54,42,160.02
63,26,165.1
58,30,162.56
65,37,167.64
59,22,162.56
56,38,162.56
54,29,165.1
72,29,167.64
72,35,162.56
48,29,162.56
56,31,154.94
54,28,162.56
60,31,165.1
51,25,162.56
99,30,165.1
49,28,154.94
65,30,160.02
57,32,165.1
81,32,165.1
65,26,175.26
58,38,175.26
52,41,167.64
67,41,172.72
81,29,167.64
56,36,154.94
58,57,162.56
68,31,152.4
56,34,162.56
72,38,177.8
52,28,160.02
74,50,167.64
47,32,160.02
49,24,167.64
65,35,170.18
56,29,165.1
54,55,165.1
52,33,157.48
63,29,177.8
66,32,170.18
62,37,170.18
70,43,165.1
66,40,165.1
61,40,162.56
64,46,172.72
57,53,162.56
58,42,170.18
50,33,154.94
72,34,165.1
58,36,165.1
49,32,154.94
58,35,170.18
52,27,162.56
67,36,170.18
74,37,167.64
55,43,157.48
65,34,170.18
70,31,172.72
65,29,162.56
59,45,165.1
68,48,180.34
81,27,172.72
74,31,170.18
89,36,180.34
86,33,175.26
49,33,162.56
53,40,154.94
61,55,152.4
56,27,165.1
70,51,182.88
68,38,172.72
65,44,172.72
90,35,172.72
52,35,160.02
68,37,167.64
63,33,180.34
56,21,170.18
86,43,167.64
58,42,154.94
58,26,167.64
65,32,165.1
56,31,160.02
68,19,154.94
54,38,160.02
54,35,167.64
74,29,165.1
111,30,175.26
77,37,170.18
58,38,172.72
64,29,170.18
58,28,162.56
58,34,167.64
49,26,165.1
70,23,152.4
72,31,162.56
72,32,165.1
58,47,170.18
56,28,170.18
64,30,160.02
58,62,165.1
55,38,162.56
63,36,167.64
74,41,180.34
61,29,165.1
66,53,165.1
62,32,160.02
51,68,165.1
66,34,160.02
58,26,162.56
52,34,165.1
90,39,167.64
58,31,165.1
45,45,157.48
47,30,157.48
55,40,167.64
68,26,177.8
65,33,167.64
61,26,165.1
54,22,165.1
102,37,170.18
52,34,162.56
58,35,160.02
58,42,175.26
54,30,167.64
53,22,160.02
102,32,167.64
74,22,170.18
54,45,157.48
77,30,175.26
56,43,167.64
54,18,165.1
52,27,157.48
58,31,167.64
65,44,162.56
58,30,170.18
63,34,162.56
70,36,175.26
53,31,167.64
68,33,162.56
65,23,177.8
58,32,170.18
68,30,170.18
70,58,170.18
55,30,172.72
97,29,160.02
58,28,170.18
56,28,165.1
52,48,162.56
58,30,154.94
65,31,167.64
56,35,167.64
49,20,157.48
55,28,167.64
56,28,165.1
68,35,172.72
63,28,162.56
52,32,152.4
53,35,157.48
56,59,167.64
86,28,162.56
68,29,170.18
54,26,162.56
92,23,182.88
61,34,165.1
54,42,170.18
72,32,165.1
61,24,162.56
70,44,175.26
49,,175.26
54,31,152.4
49,23,154.94
83,38,162.56
79,36,157.48
65,32,167.64
52,26,154.94
49,48,157.48
74,29,167.64
65,36,152.4
65,42,177.8
58,42,170.18
86,30,162.56
56,36,170.18
54,37,157.48
81,30,167.64
86,47,180.34
61,40,165.1
61,32,172.72
65,29,182.88
54,22,165.1
68,30,154.94
61,24,180.34
63,53,162.56
72,32,172.72
86,42,175.26
54,28,167.64
65,24,162.56
45,38,160.02
65,30,165.1
71,41,182.88
61,30,157.48
47,21,162.56
48,25,157.48
74,28,160.02
87,32,165.1
68,31,175.26
61,29,175.26
61,30,172.72
61,22,170.18
63,43,172.72
53,43,162.56
65,27,154.94
62,34,165.1
61,30,157.48
56,34,172.72
58,30,165.1
63,54,152.4
56,29,165.1
58,32,172.72
61,39,165.1
57,36,172.72
65,45,162.56
61,49,170.18
54,29,160.02
58,36,162.56
56,25,162.56
92,38,149.86
72,27,162.56
74,45,167.64
56,29,160.02
63,31,165.1
56,28,175.26
68,29,157.48
63,30,157.48
65,30,
65,39,170.18
58,30,170.18
55,49,165.1
54,27,160.02
74,26,162.56
70,26,170.18
70,44,167.64
61,27,160.02
58,23,167.64
74,41,157.48
90,28,170.18
51,29,167.64
56,29,152.4
56,44,160.02
68,32,162.56
58,20,160.02
49,29,162.56
50,39,165.1
58,26,165.1
63,39,172.72
72,30,182.88
56,25,175.26
72,28,172.72
63,27,162.56
70,43,
62,33,165.1
52,29,157.48
48,36,157.48
68,37,170.18
56,26,165.1
68,30,177.8
65,34,167.64
61,66,167.64
56,32,172.72
54,40,160.02
56,36,167.64
53,41,167.64
86,41,160.02
72,47,160.02
55,36,165.1
63,33,170.18
55,47,162.56
58,40,167.64
51,40,162.56
58,44,157.48
63,33,170.18
56,30,162.56
52,55,157.48
60,29,170.18
65,31,170.18
65,26,172.72
77,27,167.64
52,34,160.02
52,25,157.48
63,30,157.48
56,39,165.1
67,34,160.02
63,29,172.72
58,34,175.26
61,32,165.1
60,30,167.64
77,40,175.26
95,54,177.8
77,38,170.18
45,41,157.48
58,24,172.72
90,21,162.56
57,33,167.64
56,39,160.02
58,28,165.1
68,32,160.02
68,24,182.88
65,26,162.56
61,25,170.18
50,31,154.94
77,48,170.18
54,37,157.48
56,28,157.48
61,31,162.56
55,29,154.94
49,34,172.72
51,37,160.02
55,37,160.02
74,31,162.56
63,34,170.18
61,27,154.94
68,40,167.64
58,30,172.72
59,40,172.72
54,34,165.1
56,27,167.64
65,34,170.18
74,29,165.1
63,35,167.64
56,27,157.48
59,49,172.72
58,32,170.18
77,37,162.56
65,30,165.1
64,36,170.18
58,36,157.48
53,33,167.64
67,34,165.1
58,25,162.56
58,29,162.56
77,29,167.64
61,29,160.02
45,27,149.86
78,54,154.94
63,24,170.18
65,33,160.02
49,18,152.4
65,23,167.64
58,30,157.48
52,26,165.1
63,46,175.26
68,44,157.48
65,43,160.02
58,32,160.02
74,30,175.26
77,34,175.26
47,31,165.1
74,32,165.1
53,47,165.1
52,37,162.56
58,29,167.64
77,33,167.64
65,41,162.56
54,34,162.56
70,33,170.18
89,52,193.04
58,26,170.18
58,25,157.48
70,35,165.1
81,39,172.72
63,48,162.56
65,30,172.72
54,32,162.56
49,24,152.4
65,35,170.18
74,30,182.88
60,56,170.18
55,26,170.18
57,45,167.64
64,48,162.56
47,29,162.56
65,38,170.18
85,28,162.56
70,29,175.26
67,47,165.1
68,46,162.56
52,40,160.02
72,29,165.1
52,43,162.56
52,36,157.48
56,25,165.1
52,34,170.18
72,39,185.42
58,33,157.48
45,26,154.94
62,21,162.56
48,35,160.02
65,28,167.64
113,62,170.18
58,31,162.56
54,34,162.56
48,30,149.86
58,47,165.1
58,20,157.48
43,44,157.48
65,29,160.02
58,32,162.56
72,37,172.72
62,30,
56,57,170.18
55,33,162.56
54,31,165.1
56,36,157.48
58,26,170.18
47,32,154.94
54,17,170.18
68,30,180.34
63,41,167.64
55,42,165.1
56,35,170.18
63,20,170.18
49,41,157.48
55,34,167.64
56,31,157.48
65,27,160.02
61,35,172.72
52,30,157.48
61,30,167.64
65,28,157.48
70,53,167.64
48,45,162.56
70,65,167.64
70,28,175.26
70,28,175.26
71,37,170.18
56,43,167.64
49,32,154.94
65,62,172.72
61,24,175.26
77,32,162.56
52,39,162.56
56,44,162.56
87,29,175.26
58,31,170.18
63,36,162.56
68,31,167.64
63,37,165.1
49,26,170.18
104,35,162.56
48,55,154.94
58,29,157.48
70,26,170.18
61,30,165.1
59,49,170.18
74,40,170.18
48,32,157.48
58,33,167.64
60,29,172.72
63,22,165.1
61,33,175.26
54,25,162.56
61,32,165.1
56,46,160.02
65,32,165.1
58,42,170.18
50,43,162.56
48,34,167.64
56,24,167.64
58,21,157.48
53,44,162.56
67,24,165.1
60,33,162.56
49,32,157.48
57,58,172.72
49,26,165.1
56,31,175.26
53,37,170.18
74,30,167.64
63,34,172.72
67,36,170.18
54,53,170.18
53,31,160.02
52,45,160.02
63,29,167.64
52,27,162.56
43,27,152.4
78,36,175.26
68,42,162.56
53,27,160.02
58,35,170.18
63,31,162.56
86,28,165.1
51,38,157.48
58,29,167.64
58,36,162.56
56,30,160.02
54,25,160.02
83,40,165.1
56,28,175.26
65,28,167.64
58,26,170.18
70,57,177.8
53,49,162.56
56,29,160.02
70,18,162.56
49,30,160.02
58,60,167.64
77,46,177.8
63,30,162.56
56,34,162.56
86,35,162.56
54,31,172.72
60,43,165.1
58,39,162.56
58,46,162.56
63,24,167.64
68,38,172.72
67,41,165.1
68,29,165.1
58,42,167.64
49,24,167.64
68,35,162.56
58,27,160.02
65,30,167.64
70,40,157.48
68,27,170.18
69,57,175.26
54,38,167.64
54,47,165.1
54,37,175.26
54,35,167.64
54,37,167.64
61,58,167.64
60,22,167.64
45,35,160.02
53,27,160.02
54,30,152.4
61,25,167.64
50,33,162.56
58,31,162.56
90,38,180.34
52,32,152.4
77,29,162.56
70,37,160.02
77,29,165.1
58,31,170.18
53,65,160.02
65,33,172.72
59,24,172.72
73,34,157.48
56,24,157.48
79,28,165.1
58,25,172.72
98,33,162.56
51,49,165.1
74,22,172.72
49,33,165.1
49,22,160.02
83,24,157.48
60,29,180.34
54,21,157.48
74,27,152.4
81,32,170.18
58,33,167.64
52,33,162.56
58,35,162.56
68,62,177.8
64,32,157.48
62,25,167.64
64,37,170.18
84,27,170.18
54,43,152.4
56,32,162.56
64,37,162.56
62,32,162.56
63,43,157.48
52,38,152.4
60,40,162.56
52,31,154.94
55,32,167.64
56,38,165.1
59,31,165.1
47,33,149.86
74,46,165.1
65,46,180.34
61,34,170.18
77,43,162.56
58,25,167.64
70,28,170.18
64,37,175.26
63,28,170.18
54,29,162.56
54,30,162.56
63,26,165.1
61,36,165.1
68,29,167.64
70,29,170.18
65,30,172.72
64,28,162.56
52,32,167.64
68,33,170.18
68,45,165.1
53,53,162.56
52,31,157.48
58,44,165.1
64,34,167.64
62,64,177.8
61,37,170.18
54,36,157.48
61,51,165.1
63,27,165.1
54,34,160.02
54,27,157.48
61,47,170.18
71,34,162.56
63,37,170.18
58,38,157.48
70,36,157.48
62,34,165.1
46,28,149.86
57,35,160.02
56,43,162.56
61,58,165.1
58,48,170.18
81,28,152.4
65,33,165.1
63,33,170.18
50,31,157.48
58,34,162.56
69,45,162.56
53,40,160.02
48,30,167.64
58,35,160.02
58,30,170.18
64,30,167.64
58,30,170.18
60,34,162.56
63,29,162.56
56,44,154.94
72,39,172.72
68,55,162.56
68,29,160.02
54,40,167.64
70,30,177.8
70,24,172.72
54,24,157.48
65,36,167.64
68,37,165.1
63,28,160.02
81,38,165.1
67,36,162.56
59,32,170.18
56,33,160.02
56,34,154.94
45,35,157.48
61,34,165.1
63,38,172.72
72,32,175.26
58,28,165.1
49,28,162.56
55,41,157.48
63,26,162.56
58,45,165.1
65,27,172.72
63,51,172.72
68,34,157.48
56,50,154.94
58,33,167.64
47,34,154.94
74,32,182.88
65,31,165.1
79,39,175.26
63,30,165.1
54,34,172.72
64,26,177.8
68,39,167.64
63,30,162.56
63,34,165.1
70,40,157.48
58,34,162.56
58,36,162.56
77,23,175.26
67,30,157.48
62,33,170.18
61,48,172.72
65,30,175.26
77,32,162.56
49,29,165.1
62,33,162.56
65,35,170.18
58,32,165.1
81,35,162.56
70,39,165.1
58,30,167.64
58,28,160.02
62,28,162.56
52,32,154.94
71,26,157.48
50,20,157.48
61,47,157.48
55,34,172.72
68,30,165.1
56,42,170.18
56,37,167.64
58,36,167.64
65,29,162.56
54,32,160.02
51,23,154.94
56,29,167.64
58,23,160.02
63,54,170.18
49,31,152.4
58,31,167.64
76,60,160.02
60,33,157.48
63,34,172.72
67,30,160.02
61,55,162.56
45,32,162.56
52,32,154.94
72,36,172.72
52,25,167.64
52,31,160.02
74,47,172.72
58,34,162.56
58,48,162.56
68,28,177.8
45,26,167.64
61,62,165.1
56,31,160.02
65,34,170.18
62,43,167.64
61,30,162.56
77,46,175.26
50,36,157.48
61,59,175.26
58,50,162.56
56,36,157.48
55,34,160.02
68,65,157.48
56,24,165.1
58,33,149.86
56,24,167.64
77,32,180.34
54,53,172.72
69,50,170.18
56,26,160.02
68,38,157.48
49,27,157.48
56,37,157.48
67,36,162.56
64,41,175.26
61,21,177.8
49,24,167.64
61,35,172.72
55,42,167.64
54,31,162.56
72,59,165.1
58,32,162.56
64,37,162.56
72,32,165.1
65,27,167.64
74,31,175.26
51,68,165.1
59,30,172.72
90,34,167.64
54,34,165.1
53,42,167.64
58,33,177.8
53,29,157.48
53,34,154.94
54,48,162.56
65,26,165.1
61,38,167.64
50,34,157.48
84,30,177.8
68,34,170.18
56,35,170.18
56,55,172.72
55,30,152.4
65,28,162.56
53,30,154.94
52,31,165.1
65,32,172.72
65,43,149.86
63,41,162.56
56,29,160.02
79,30,165.1
68,33,160.02
57,31,160.02
72,32,172.72
85,42,149.86
64,30,165.1
68,33,170.18
56,35,170.18
51,38,160.02
49,32,160.02
74,29,175.26
60,55,162.56
56,23,160.02
56,29,165.1
63,30,172.72
76,40,172.72
61,33,165.1
57,30,162.56
53,30,162.56
70,25,167.64
72,33,160.02
70,48,180.34
74,31,160.02
47,34,165.1
64,32,170.18
47,43,157.48
58,29,162.56
54,30,160.02
59,29,157.48
63,37,172.72
56,34,160.02
63,33,160.02
54,28,170.18
81,33,167.64
61,32,157.48
72,30,177.8
58,30,170.18
70,36,177.8
61,34,157.48
72,32,175.26
70,48,172.72
81,31,175.26
68,24,170.18
61,45,167.64
51,35,165.1
70,29,170.18
56,25,160.02
54,27,165.1
54,29,170.18
45,25,
56,38,162.56
56,28,154.94
68,37,172.72
65,33,160.02
47,27,160.02
52,36,160.02
72,32,157.48
54,43,162.56
63,37,160.02
55,32,167.64
58,30,162.56
61,32,175.26
49,38,157.48
103,48,180.34
56,29,160.02
65,26,167.64
58,30,165.1
59,36,172.72
58,32,172.72
54,24,160.02
74,39,170.18
63,34,172.72
79,33,170.18
61,32,175.26
49,35,147.32
53,28,165.1
54,35,165.1
60,34,165.1
61,29,167.64
49,29,157.48
62,37,165.1
58,31,165.1
52,38,162.56
52,44,154.94
47,33,154.94
52,43,154.94
72,37,172.72
69,35,177.8
58,39,160.02
56,34,167.64
60,30,165.1
53,27,160.02
68,32,170.18
63,29,172.72
56,35,170.18
52,27,154.94
72,34,175.26
56,33,152.4
61,46,160.02
81,39,165.1
54,36,170.18
58,28,160.02
90,32,175.26
52,36,160.02
70,33,177.8
65,28,170.18
62,29,162.56
55,41,162.56
72,30,172.72
58,30,167.64
63,36,160.02
61,24,165.1
53,36,175.26
67,27,175.26
59,34,167.64
56,32,165.1
65,29,172.72
70,42,157.48
58,33,162.56
52,30,157.48
65,30,182.88
54,42,170.18
77,43,160.02
63,34,172.72
68,33,157.48
61,28,162.56
63,39,157.48
86,36,175.26
49,61,157.48
58,26,172.72
56,29,157.48
65,29,167.64
44,28,152.4
61,28,172.72
57,28,157.48
61,34,172.72
63,29,167.64
56,32,154.94
77,32,160.02
80,39,180.34
61,36,162.56
56,30,167.64
61,30,157.48
72,37,170.18
52,32,157.48
81,38,165.1
54,41,162.56
72,27,170.18
72,36,162.56
79,24,185.42
108,,160.02
54,36,165.1
63,39,165.1
48,31,154.94
63,38,170.18
58,24,180.34
61,32,167.64
63,42,167.64
47,28,167.64
83,36,175.26
61,37,157.48
58,30,167.64
65,30,182.88
69,44,170.18
58,28,170.18
67,27,157.48
86,42,180.34
72,38,165.1
83,41,177.8
70,33,167.64
81,37,167.64
99,36,162.56
56,30,162.56
52,31,152.4
53,27,165.1
65,33,190.5
113,37,172.72
58,41,157.48
79,40,162.56
65,29,177.8
63,32,160.02
63,39,165.1
56,28,175.26
81,51,170.18
74,49,165.1
79,47,160.02
58,34,165.1
77,40,172.72
61,28,152.4
54,41,162.56
45,35,162.56
77,26,162.56
59,39,167.64
58,33,157.48
70,24,167.64
83,40,180.34
74,40,170.18
60,30,172.72
64,33,175.26
102,27,170.18
74,39,167.64
58,30,160.02
65,34,165.1
53,27,165.1
65,31,175.26
51,34,149.86
58,41,154.94
69,42,162.56
72,28,160.02
67,39,165.1
68,38,157.48
65,55,165.1
68,40,175.26
65,26,175.26
70,33,177.8
63,26,180.34
56,28,175.26
61,45,167.64
68,30,170.18
58,30,165.1
63,30,170.18
64,40,177.8
63,32,175.26
57,48,152.4
63,40,167.64
66,43,170.18
68,46,157.48
60,47,160.02
53,29,165.1
53,57,170.18
54,28,167.64
52,30,162.56
45,34,152.4
65,41,167.64
49,29,157.48
55,26,170.18
58,34,160.02
58,36,162.56
77,40,165.1
63,43,167.64
45,32,149.86
58,21,165.1
61,27,165.1
63,41,170.18
65,33,162.56
47,31,162.56
49,29,162.56
45,30,
68,38,157.48
65,28,157.48
61,25,175.26
68,30,165.1
63,41,162.56
49,24,160.02
67,45,172.72
95,24,175.26
52,30,160.02
58,34,165.1
64,28,170.18
58,29,170.18
47,27,157.48
59,31,170.18
59,29,162.56
74,37,162.56
54,22,165.1
56,32,162.56
54,32,160.02
58,39,152.4
57,39,160.02
62,35,160.02
59,28,167.64
56,30,160.02
61,27,165.1
72,27,170.18
77,30,165.1
63,23,167.64
56,41,154.94
49,32,154.94
58,28,157.48
61,47,167.64
54,28,162.56
56,26,172.72
65,54,165.1
58,34,154.94
58,32,167.64
64,66,160.02
68,31,170.18
74,32,180.34
86,29,175.26
68,33,165.1
58,27,162.56
65,30,170.18
48,49,157.48
62,29,167.64
61,35,157.48
70,33,170.18
63,39,172.72
52,26,152.4
71,30,160.02
79,33,175.26
65,26,165.1
72,27,167.64
54,28,157.48
64,22,170.18
47,31,152.4
58,29,170.18
58,44,162.56
70,32,172.72
62,38,172.72
65,24,172.72
52,38,165.1
56,29,162.56
54,27,162.56
75,34,170.18
61,28,172.72
58,38,162.56
65,31,165.1
58,28,162.56
61,40,160.02
67,32,175.26
62,34,170.18
97,32,180.34
49,26,162.56
54,28,162.56
56,29,167.64
81,29,157.48
63,31,165.1
65,26,175.26
52,33,157.48
63,37,167.64
61,36,157.48
49,32,167.64
63,29,172.72
55,26,170.18
49,31,162.56
65,26,172.72
77,31,172.72
68,35,175.26
68,32,177.8
58,29,175.26
56,57,165.1
57,38,172.72
62,29,170.18
56,31,160.02
56,28,170.18
56,33,170.18
43,34,157.48
58,30,167.64
61,30,167.64
74,33,172.72
63,29,170.18
68,48,167.64
54,27,162.56
68,35,165.1
61,28,167.64
54,32,147.32
59,47,167.64
65,27,170.18
68,24,172.72
58,40,167.64
56,38,154.94
63,29,165.1
67,34,175.26
61,36,162.56
56,31,152.4
65,30,172.72
56,32,160.02
49,26,162.56
63,29,180.34
52,40,172.72
62,27,175.26
65,34,160.02
77,52,180.34
65,30,175.26
65,31,167.64
63,32,175.26
56,57,175.26
63,31,170.18
58,33,165.1
55,31,160.02
48,28,152.4
49,23,154.94
68,35,170.18
81,30,172.72
54,36,160.02
74,41,165.1
61,34,157.48
48,30,152.4
68,43,154.94
58,38,165.1
74,64,172.72
58,33,167.64
61,28,167.64
68,50,165.1
72,37,167.64
72,32,167.64
54,33,160.02
65,35,167.64
69,25,172.72
60,35,170.18
58,28,167.64
54,48,162.56
63,38,170.18
62,29,172.72
50,40,160.02
70,32,170.18
59,38,162.56
61,27,162.56
67,28,162.56
57,36,165.1
63,25,170.18
83,40,167.64
63,27,170.18
56,34,157.48
65,33,170.18
58,28,170.18
79,32,165.1
74,31,172.72
56,42,162.56
54,34,154.94
62,52,170.18
77,54,167.64
68,36,157.48
73,30,167.64
58,36,157.48
77,43,172.72
90,50,177.8
56,31,160.02
64,33,175.26
61,27,170.18
50,37,162.56
54,25,165.1
58,29,177.8
50,31,162.56
68,29,170.18
66,50,175.26
77,29,157.48
54,30,160.02
58,24,167.64
61,32,157.48
56,40,154.94
57,32,162.56
55,48,165.1
61,27,170.18
79,46,165.1
52,24,157.48
62,35,170.18
53,56,157.48
70,41,170.18
61,41,160.02
58,43,165.1
56,26,162.56
79,30,157.48
66,31,167.64
65,44,167.64
74,27,182.88
50,31,157.48
57,116,162.56
70,36,172.72
58,29,154.94
77,32,177.8
49,31,165.1
70,49,170.18
63,38,170.18
54,19,157.48
64,56,170.18
58,35,157.48
77,51,160.02
58,29,165.1
68,28,160.02
63,24,172.72
72,43,170.18
65,28,165.1
61,46,170.18
51,32,154.94
56,24,170.18
45,38,160.02
58,28,162.56
74,29,162.56
48,29,154.94
53,28,162.56
58,35,157.48
58,41,170.18
74,28,149.86
63,36,165.1
56,20,167.64
61,30,167.64
49,39,157.48
68,39,165.1
54,28,165.1
63,24,167.64
58,27,165.1
55,32,165.1
74,39,167.64
57,37,157.48
48,32,154.94
61,34,162.56
52,19,167.64
72,31,157.48
58,52,170.18
56,30,162.56
122,53,180.34
81,30,170.18
95,25,160.02
81,49,177.8
46,29,152.4
83,28,162.56
58,38,175.26
56,58,160.02
49,32,157.48
65,34,167.64
61,30,175.26
53,38,175.26
68,40,182.88
51,31,165.1
58,30,157.48
58,27,167.64
65,25,170.18
70,34,165.1
56,36,157.48
68,35,177.8
49,32,165.1
84,34,165.1
56,22,162.56
54,50,157.48
49,33,167.64
69,33,172.72
65,26,177.8
61,34,165.1
58,57,167.64
68,21,167.64
54,29,157.48
68,32,160.02
50,33,160.02
70,29,170.18
48,28,160.02
83,24,172.72
58,28,160.02
65,38,162.56
56,24,165.1
63,28,172.72
61,54,170.18
55,56,162.56
46,27,152.4
83,27,175.26
61,34,162.56
54,22,157.48
83,38,167.64
72,27,175.26
57,26,177.8
56,29,165.1
48,28,165.1
58,20,170.18
